product_id,review_id,user_id,user_name,review_title,review_content
B07JW9H4J1,,,,,
B098NS6PVG,,,,,
B096MSW6CT,,,,,
B08HDJ86NZ,,,,,
B08CF3B7N1,,,,,
B08Y1TFSP6,,,,,
B08WRWPM22,,,,,
B08DDRGWTJ,,,,,
B008IFXQFU,,,,,
B082LZGK39,,,,,
B08CF3D7QR,,,,,
B0789LZTCJ,,,,,
B07KSMBL2H,,,,,
B085DTN6R2,,,,,
B09KLVMZ3B,,,,,
B083342NKJ,,,,,
B0B6F7LX4C,,,,,
B082LSVT4B,,,,,
B08WRBG3XW,,,,,
B08DPLCM6T,,,,,
B09C6HXFC1,,,,,
B085194JFL,,,,,
B09F6S8BT6,,,,,
B09NHVCHS9,,,,,
B0B1YVCJ2Y,,,,,
B01M4GGIVU,,,,,
B08B42LWKN,,,,,
B094JNXNPV,,,,,
B09W5XR9RT,,,,,
B077Z65HSD,,,,,
B00NH11PEY,,,,,
B09CMM3VGK,,,,,
B08QSC1XY8,,,,,
B008FWZGSG,,,,,
B0B4HJNPV4,,,,,
B08Y1SJVV5,,,,,
B07XLCFSSN,,,,,
B09RZS1NQT,,,,,
B0B3MMYHYW,,,,,
B09C6HWG18,,,,,
B00NH11KIK,,,,,
B09JPC82QC,,,,,
B07JW1Y6XV,,,,,
B07KRCW6LZ,,,,,
B09NJN8L25,,,,,
B07XJYYH7L,,,,,
B002PD61Y4,,,,,
B014I8SSD0,,,,,
B09L8DSSFH,,,,,
B07232M876,,,,,
B07P681N66,,,,,
B0711PVX6Z,,,,,
B082T6V3DT,,,,,
B07MKFNHKG,,,,,
B0BFWGBX61,,,,,
B01N90RZ4M,,,,,
B0088TKTY2,,,,,
B09Q5SWVBJ,,,,,
B0B4DT8MKT,,,,,
B08CDKQ8T6,,,,,
B07B275VN9,,,,,
B0B15CPR37,,,,,
B0994GFWBH,,,,,
B01GGKZ0V6,,,,,
B09F9YQQ7B,,,,,
B014I8SX4Y,,,,,
B09Q8HMKZX,,,,,
B0B9XN9S3W,,,,,
B07966M8XH,,,,,
B01GGKYKQM,,,,,
B0B86CDHL1,,,,,
B0B5ZF3NRK,,,,,
B09RFC46VP,,,,,
B08R69VDHT,,,,,
B09RWZRCP1,,,,,
B09CMP1SC8,,,,,
B09YLXYP7Y,,,,,
B09ZPM4C2C,,,,,
B0B2DJDCPX,,,,,
B0BCZCQTJX,,,,,
B07LGT55SJ,,,,,
B09NKZXMWJ,,,,,
B08QX1CC14,,,,,
B0974H97TJ,,,,,
B07GVGTSLN,,,,,
B09VCHLSJF,,,,,
B0B1YZX72F,,,,,
B092BJMT8Q,,,,,
B0BMXMLSMM,,,,,
B07JH1C41D,,,,,
B0141EZMAI,,,,,
B09Q5P2MT3,,,,,
B08HDH26JX,,,,,
B09VT6JKRP,,,,,
B09T3KB6JZ,,,,,
B093QCY6YJ,,,,,
B093ZNQZ2Y,,,,,
B08LKS3LSP,,,,,
B00V4BGDKU,,,,,
B08CHKQ8D4,,,,,
B09BW334ML,,,,,
B082T6GVLJ,,,,,
B07DL1KC3H,,,,,
B0B6F98KJJ,,,,,
B07JNVF678,,,,,
B09QGZFBPM,,,,,
B07JGDB5M1,,,,,
B0981XSZJ7,,,,,
B0B9XLX8VR,,,,,
B08Y5KXR6Z,,,,,
B09F6VHQXB,,,,,
B0974G5Q2Y,,,,,
B09YL9SN9B,,,,,
B09RX1FK54,,,,,
B09TT6BFDX,,,,,
B09KH58JZR,,,,,
B09DDCQFMT,,,,,
B08RP2L2NL,,,,,
B0B4G2MWSB,,,,,
B0B21C4BMX,,,,,
B084MZXJNK,,,,,
B0BHZCNC4P,,,,,
B0B16KD737,,,,,
B099K9ZX65,,,,,
B08Y55LPBF,,,,,
B015OW3M1W,,,,,
B01D5H8ZI8,,,,,
B09X1M3DHX,,,,,
B09MM6P76N,,,,,
B01D5H8LDM,,,,,
B0B1YY6JJL,,,,,
B09QGZM8QB,,,,,
B08L4SBJRY,,,,,
B09X79PP8F,,,,,
B082T6GVG9,,,,,
B0B3XY5YT4,,,,,
B0B4HKH19N,,,,,
B08TGG316Z,,,,,
B071VMP1Z4,,,,,
B071SDRGWL,,,,,
B08PSQRW2T,,,,,
B0859M539M,,,,,
B08RX8G496,,,,,
B002SZEOLG,,,,,
B08CS3BT4L,,,,,
B00RFWNJMC,,,,,
B082T6GXS5,,,,,
B09CMQRQM6,,,,,
B005LJQMCK,,,,,
B09C6H53KH,,,,,
B0BB3CBFBM,,,,,
B08QSDKFGQ,,,,,
B08PV1X771,,,,,
B07YTNKVJQ,,,,,
B0117H7GZ6,,,,,
B09XJ1LM7R,,,,,
B084N133Y7,,,,,
B088Z1YWBC,,,,,
B07VSG5SXZ,,,,,
B08RWCZ6SY,,,,,
B07KSB1MLX,,,,,
B081FG1QYX,,,,,
B08R69WBN7,,,,,
B0B3RHX6B6,,,,,
B084N18QZY,,,,,
B081NHWT6Z,,,,,
B07JPJJZ2H,,,,,
B09JKNF147,,,,,
B0B9959XF3,,,,,
B09PNR6F8Q,,,,,
B07M69276N,,,,,
B0B1YZ9CB8,,,,,
B09YLYB9PB,,,,,
B08CTNJ985,,,,,
B0BP7XLX48,,,,,
B09LHXNZLR,,,,,
B0B3N8VG24,,,,,
B08PSVBB2X,,,,,
B0B3MQXNFB,,,,,
B08XMSKKMM,,,,,
B09L8DT7D6,,,,,
B00GE55L22,,,,,
B0162K34H2,,,,,
B0B8SRZ5SV,,,,,
B07CWNJLPC,,,,,
B00NH12R1O,,,,,
B0B8SSC5D9,,,,,
B08WKG2MWT,,,,,
B0B466C3G4,,,,,
B005LJQMZC,,,,,
B07MDRGHWQ,,,,,
B07DC4RZPY,,,,,
B0B15GSPQW,,,,,
B08GJNM9N7,,,,,
B09C6FML9B,,,,,
B0B65MJ45G,,,,,
B08P9RYPLR,,,,,
B0B6F8HHR6,,,,,
B084MZXJN6,,,,,
B08XMG618K,,,,,
B0BCKWZ884,,,,,
B00GGGOYEK,,,,,
B07ZR4S1G4,,,,,
B09C635BMM,,,,,
B00GG59HU2,,,,,
B00RGLI0ZS,,,,,
B09ZPJT8B2,,,,,
B07HZ2QCGR,,,,,
